"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"9418157",240957000,"Tanker - Hazard A (Major)","SVAV2","Greece [GR]","81360","157477","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=889035&size=","Tanker","DELTA COMMANDER"
"8713550",636013070,"Spare","A8KJ9","Liberia [LR]","11590","12519","158","53","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=285862&size=","Reefer","AVILA STAR"
"9368572",256361000,"Cargo","9HSC8","Malta [MT]","4922","6271","121","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1258930&size=","General Cargo","MIRZAGA KHALILOV"
"9298375",269848000,"Tanker - Hazard B","HBHC","Switzerland [CH]","12776","20635","164","34","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=274477&size=","Chemical Tanker","SCT BREITHORN"
"9553684",235080485,"Sailing Vessel","2DNI2","United Kingdom [GB]","348","","62","10","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=887139&size=","Yacht","ATHOS"
"9311581",310565000,"Tanker - Hazard D (Recognizable)","ZCDT6","Bermuda [BM]","98798","83684","288","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=36955&size=","LNG Tanker","LNG IMO"
"9292216",236111795,"Tanker - Hazard D (Recognizable)","ZDKS6","Gibraltar [GI]","35853","42854","205","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=64861&size=","LNG Tanker","POLAR"
"9093000",319825000,"Pleasure Craft","ZCIM3","Cayman Is [KY]","439","77","41","35","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=428800&size=","Yacht","AUDACIA"
"",224002160,"Cargo","-","Spain [ES]","","","21","6","http://www.marinetraffic.com/img/no_photo.png","Cargo","LA GRACIOSA"
"9659189",477030800,"Cargo","VRMB6","Hong Kong [HK]","23749","38302","183","31","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1297481&size=","General Cargo","ECO SPLENDOR"
"9432828",305351000,"Cargo","V2PX8","Antigua Barbuda [AG]","17341","10608","169","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=89247&size=","Heavy Load Carrier","COMBI DOCK III"
"9377793",309838000,"Tanker","C6WR8","Bahamas [BS]","45811","53100","226","37","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1285654&size=","LPG Tanker","REIMEI"
"9285483",257408000,"Cargo","LAPZ7","Norway [NO]","68871","27100","228","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=80723&size=","Vehicles Carrier","HOEGH TOKYO"
"",635000470,"Unspecified","FGF2492","Antarctica [AQ]","","","","","http://www.marinetraffic.com/img/no_photo.png","Unspecified","SURFER1862"
"9227900",247039400,"Cargo","IBTB","Italy [IT]","37712","12594","176","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=28248&size=","Ro-Ro Cargo","GRAND BENELUX"
"9374894",319058500,"Pleasure Craft","ZGDO7","Cayman Is [KY]","1393","250","67","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=86060&size=","Yacht","TRIPLE SEVEN"
"9265914",563880000,"Cargo","S6DU6","Singapore [SG]","20471","27465","178","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=970447&size=","Bulker","PAC ALKAID"
"9194983",239738000,"Tanker","SVXX","Greece [GR]","78918","150284","274","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=124812&size=","Crude Oil Tanker","COSMIC"
"8607323",273527800,"Fishing","UCUD","Russia [RU]","7765","3372","120","47","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=194286&size=","Factory Trawler","VASILIY LOZOVSKIY"
"9421647",244239000,"Cargo","PHJF","Netherlands [NL]","1862","2600","87","27","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=348241&size=","General Cargo","EEMS SKY"
"1002172",232059000,"Pleasure Craft","GCRT","United Kingdom [GB]","531","","50","65","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=552782&size=","Yacht","KALINGA"
"9587362",209082000,"Cargo","5BDC3","Cyprus [CY]","92053","177065","291","74","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=594797&size=","Bulk Carrier","PERCIVAL"
"9197480",218564000,"Cargo","DPFU","Germany [DE]","2999","4900","95","08","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=173645&size=","General Cargo","BREMER MARTHA"
"9318096",256439000,"Tanker","9HUM8","Malta [MT]","81339","159233","274","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=43105&size=","Oil Products Tanker","SEAVOYAGER"
"9412749",351698000,"Cargo","3FAF5","Panama [PA]","9576","10608","143","23","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2199808&size=","Reefer","LADY ROSEBUD"
"9416496",538003448,"Tug","V7QV8","Marshall Is [MH]","1763","1805","60","16","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1471615&size=","Multi Purpose Offshore Vessel","MARI K"
"9379076",305197000,"Cargo","V2PT4","Antigua Barbuda [AG]","6450","8152","123","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=128904&size=","General Cargo","VIOLA"
"9244087",269665000,"Cargo","HBLX","Switzerland [CH]","12578","20001","155","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=87899&size=","Bulk Carrier","LUGANO"
"9432048",636014500,"Tanker","A8UI5","Liberia [LR]","85496","149999","274","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=521256&size=","Tanker","DEMETRIOS"
"",265537510,"Sailing Vessel","SCPJ","Sweden [SE]","","","15","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1995776&size=","Sailing Vessel","ATLANTIS AF GOTEBORG"
"9450636",235076895,"Cargo - Hazard A (Major)","2CYR9","United Kingdom [GB]","90931","109021","334","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=466999&size=","Container Ship","CMA CGM TITUS"
"8711368",310634000,"Cargo - Hazard A (Major)","ZCEG4","Bermuda [BM]","35919","46002","235","65","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=33399&size=","Container Ship","BONN EXPRESS"
"9064401",219579000,"Cargo","OZEI2","Denmark [DK]","20842","28550","190","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=262680&size=","Container Ship","CECILIE MAERSK"
"9687306",247348700,"Cargo","IBEM","Italy [IT]","23030","11630","178","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1896737&size=","Ro-Ro Cargo","WEDELLSBORG"
"9323027",636091402,"Cargo - Hazard A (Major)","A8ND7","Liberia [LR]","38320","46344","246","86","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=75383&size=","Container Ship","HS CHOPIN"
"9407859",477192700,"Cargo","VREY6","Hong Kong [HK]","30963","55256","189","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=144314&size=","Bulk Carrier","AN NING"
"",227222280,"Sailing Vessel","FAB6425","France [FR]","","","12","7","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","TANGALOA II"
"9192478",219884000,"Cargo - Hazard A (Major)","OZWP2","Denmark [DK]","27733","30194","198","61","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2132926&size=","Container Ship","NORA MAERSK"
"1012086",319059800,"Other","ZGDQ","Cayman Is [KY]","2999","","91","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1497298&size=","Yacht","EQUANIMITY"
"9224685",209886000,"Cargo","P3YA8","Cyprus [CY]","40605","75253","225","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=270654&size=","Bulk Carrier","EMS"
"9100267",247094000,"Passenger","IBDF","Italy [IT]","35222","7037","188","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1161078&size=","Ro-Ro/Passenger Ship","FANTASTIC"
"9364136",246110000,"Cargo","PBII","Netherlands [NL]","6120","7124","122","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=503066&size=","General Cargo","MYRTE"
"9104562",240070000,"Cargo","SYMB","Greece [GR]","26071","45621","185","74","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=44097&size=","Bulk Carrier","UNION RANGER"
"9373278",244908000,"Cargo","PHLR","Netherlands [NL]","2545","3800","88","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=903304&size=","General Cargo","ALECTO"
"9284697",636015619,"Tanker","D5BW5","Liberia [LR]","20058","32858","174","38","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=707687&size=","Oil/Chemical Tanker","STMMP0ENDURANCE"
"9617777",657886000,"Unspecified","5NGX9","Nigeria [NG]","2899","3240","75","96","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1062266&size=","Offshore Supply Ship","NESO II"
"9355367",477552400,"Cargo","VRLA3","Hong Kong [HK]","35835","43096","223","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=582502&size=","Container Ship","SAFMARINE BENGUELA"
"9216236",538004221,"Cargo","V7VV2","Marshall Is [MH]","39973","74082","224","89","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=69745&size=","Bulk Carrier","OCEAN EAGLE"
"8913447",355249000,"Cargo - Hazard A (Major)","HPMQ","Panama [PA]","37071","46975","237","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1172368&size=","Container Ship","MSC ATLANTIC"
"9449388",636016381,"Cargo","D5FX2","Liberia [LR]","7345","10860","126","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=52675&size=","General Cargo","SANTANA"
"9134153",210312000,"Cargo","5BSJ3","Cyprus [CY]","6362","6800","121","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=103764&size=","Container Ship","WEC MAJORELLE"
"9594901",636016081,"Tanker","D5EH7","Liberia [LR]","42392","74986","228","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1594752&size=","Tanker","FULHAM ROAD"
"",635000540,"Passenger","FGF5377","Antarctica [AQ]","","","","","http://www.marinetraffic.com/img/no_photo.png","Passenger","SURFER 1867"
"9102112",319488000,"Tanker - Hazard A (Major)","ZCSP5","Cayman Is [KY]","24625","36902","176","75","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=769535&size=","Oil/Chemical Tanker","STOLT EFFICIENCY"
"9350927",370668000,"Tanker","3FMV6","Panama [PA]","101100","79605","289","93","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=292575&size=","LNG Tanker","TRINITY GLORY"
"",168304769,"SAR Aircraft","-","-","","","","","http://www.marinetraffic.com/img/no_photo.png","SAR Aircraft","SAR 168304769"
"9612375",477427700,"Cargo","VRLV2","Hong Kong [HK]","22648","33847","181","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1821174&size=","Bulk Carrier","SPRING SCENERY"
"",576183000,"High Speed Craft","YJVT5","Vanuatu [VU]","","","185","73","http://www.marinetraffic.com/img/no_photo.png","High Speed Craft","KIABO TIDE"
"9587831",538004222,"Tanker - Hazard D (Recognizable)","V7VV4","Marshall Is [MH]","23248","37583","184","27","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1104355&size=","Oil/Chemical Tanker","AGENA"
"",224070660,"Sailing Vessel","EB2950","Spain [ES]","","","","","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","MAKY SEGUNDO"
"9183817",255804950,"Tanker","CQLH","Portugal [PT]","14400","21823","162","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=112951&size=","Oil/Chemical Tanker","WOLGASTERN"
"9542831",269039000,"Cargo","HBLE","Switzerland [CH]","22697","34000","181","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=391826&size=","Bulk Carrier","MOLESON"
"9443475",477744200,"Cargo - Hazard A (Major)","VRGR3","Hong Kong [HK]","40541","50435","261","07","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=660730&size=","Container Ship","SEASPAN LINGUE"
"",635000740,"Unspecified","FGG3036","Antarctica [AQ]","","","18","4","http://www.marinetraffic.com/img/no_photo.png","Unspecified","SURFER 1893 S12"
"9217333",220016000,"Tanker - Hazard C (Minor)","OWKO2","Denmark [DK]","4336","6744","113","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=180464&size=","Oil/Chemical Tanker","AMAK SWAN"
"9588873",351120000,"Cargo","3FNU6","Panama [PA]","22137","33500","179","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1023032&size=","Bulk Carrier","SEASTAR ENDURANCE"
"",244090959,"Pleasure Craft","PE8338","Netherlands [NL]","","","16","5","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","ZEEZWALUW"
"9290957",563357000,"Tanker","9VDX5","Singapore [SG]","41503","72718","227","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=132675&size=","Oil Products Tanker","TORM SIGNE"
"9252292",308986000,"Tanker","C6VT3","Bahamas [BS]","22184","34558","171","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=54259&size=","Tanker","MAERSK RIESA"
"9371074",538005164,"Cargo","V7BL7","Marshall Is [MH]","30665","55649","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=535464&size=","Bulk Carrier","PLATE QUEEN"
"",227186320,"Sailing Vessel","FAB2758","France [FR]","","","11","4","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","AXANTIS"
"9552082",305862000,"Cargo","V2FZ8","Antigua Barbuda [AG]","3500","5235","99","39","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=964406&size=","General Cargo","GRONA NANSUM"
"9542350",246876000,"Cargo","PCPY","Netherlands [NL]","5925","8600","127","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1247673&size=","General Cargo","UAL TEXAS"
"9619440",636015666,"Cargo - Hazard A (Major)","D5CC9","Liberia [LR]","94017","112516","299","18","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1123118&size=","Container Ship","MSC ANCHORAGE"
"9523926",235075723,"Cargo","2CTX2","United Kingdom [GB]","5629","8063","108","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=787124&size=","General Cargo","STEFFI C"
"9155432",305219000,"Cargo","V2DH8","Antigua Barbuda [AG]","4115","5184","100","62","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=762213&size=","General Cargo","BLUE PHANTOM"
"9443035",248572000,"Cargo - Hazard A (Major)","9HA2420","Malta [MT]","35595","44080","222","56","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1209412&size=","Container Ship","HANJIN VERSAILLES"
"8909068",314012000,"Cargo - Hazard A (Major)","8PLL","Barbados [BB]","10842","12350","156","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1103791&size=","Reefer","HANSA LUBECK"
"9541813",241189000,"Cargo","SVBN4","Greece [GR]","34456","58451","196","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1337811&size=","Bulk Carrier","ASIATIC"
"",224368130,"Passenger","-","Spain [ES]","","","","","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=221842&size=","Passenger","FIRMM SPIRIT"
"9318022",538004293,"Tanker","V7WG4","Marshall Is [MH]","30053","50922","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38236&size=","Oil/Chemical Tanker","NORTHERN LIGHT"
"9108257",271043241,"Cargo","TCUX2","Turkey [TR]","37663","72105","223","7","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=76177&size=","Bulk Carrier","DENAK VOYAGER"
"9575577",311066300,"Tanker","C6ZB8","Bahamas [BS]","83753","157639","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1029972&size=","Oil Products Tanker","SONANGOL PORTOAMBOI"
"9348675",636091506,"Cargo - Hazard A (Major)","A8OU4","Liberia [LR]","54675","68618","294","04","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=62448&size=","Container Ship","MAERSK DAMIETTA"
"8304749",355794000,"Other","HP3077","Panama [PA]","331","","38","77","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1628607&size=","Fishing Vessel","IRENE"
"9449792",538003424,"Cargo","V7QR4","Marshall Is [MH]","18096","28250","169","54","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=320040&size=","General Cargo","PAXI"
"9331244",538003256,"Tanker","V7PM3","Marshall Is [MH]","159407","298287","333","60","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=38350&size=","Crude Oil Tanker","KAMAKSHI PREM"
"9579559",636015880,"Tanker","D5DH4","Liberia [LR]","84216","157787","274","48","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1227381&size=","Crude Oil Tanker","ALMI ODYSSEY"
"9146895",574006000,"Cargo","3WRF","Vietnam [VN]","14743","25581","154","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=102604&size=","Bulk Carrier","VTC SUN"
"9383508",352721000,"Cargo","3EXV3","Panama [PA]","20250","32228","177","13","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1336809&size=","General Cargo","VIGOR SW"
"8416475",657861000,"Tanker","5NRA2","Nigeria [NG]","992","1570","69","89","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=55519&size=","Oil Products Tanker","HENTY PIONEER"
"9348106",636092571,"Cargo - Hazard A (Major)","D5FY9","Liberia [LR]","73899","80300","286","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=312763&size=","Container Ship","RIO MADEIRA"
"9399894",353423000,"Tanker","3EYH8","Panama [PA]","30040","50543","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=543682&size=","Chemical Tanker","GERAKAS"
"9635755",566904000,"Tanker","9VCJ4","Singapore [SG]","29939","51800","183","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1960670&size=","Oil Products Tanker","LEOPARD MOON"
"8956310",247348800,"Unspecified","IJHA2","Italy [IT]","245","249","44","19","http://www.marinetraffic.com/img/no_photo.png","Crew Boat","BLUE GIRL"
"8917211",306796000,"Cargo","PJQV","Curacao [CW]","3563","5900","110","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=286100&size=","Reefer","BREIZ KLIPPER"
"9119414",235096892,"Cargo","2GFG5","United Kingdom [GB]","7606","5656","123","20","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=30542&size=","Ro-Ro Cargo","ARROW"
"9455703",636015336,"Tanker","D5AA6","Liberia [LR]","29841","51678","183","31","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1017556&size=","Oil/Chemical Tanker","HIGH SEAS"
"9216054",538003043,"Unspecified","6NZR","Marshall Is [MH]","2764","3591","93","14","http://www.marinetraffic.com/img/no_photo.png","Oil/Chemical Tanker","SICHEM SPARROW"
"9413420",477207100,"Cargo","VRFA7","Hong Kong [HK]","41655","75500","225","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=789641&size=","Bulk Carrier","GOLDEN STRENGTH"
"9491848",271040635,"Cargo - Hazard A (Major)","TCYC4","Turkey [TR]","26195","34973","210","49","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=354473&size=","Container Ship","VIVIEN A"
